Id,IndieGoGoProjectName,AmazonTitle
51,mJoose: More Bars in More Places   2x Battery Life ,mJoose Signal Amplifier Battery Case for Apple iPhone 6 and 6S - Black
52,The Band: Improving Life for PICC Line Patients ,Care+Wear Ultra-Soft PICC Line Armband, Medium
53,Radmo: The perfect mobile phone mount for your car ,Radmo Classic Mobile Phone Mount For Your Car, Black Nylon
54,EIGHT: Sleep Tracker & Smart Bed Cover ,Eight Sleep Tracker - Smart & Connected Dual Zone Mattress Topper
55,GravityLight 2: Made in Africa ,GravityLight GL02 Portable Self Powered LED Lamp
56,Ultraloq Smart Lock: Simplify Your Safety ,Ultraloq UL3 Fingerprint and Touchscreen Keyless Smart Lever Door Lock (Satin Nickel)
57,Fizzics: Your Favorite Beer on Tap. ,Fizzics Revolutionary Beer System, One Size, Black and Silver
58,Mountek GRIP Qi Wireless Phone Charger & Car Mount ,Mountek GRIP+ CD Slot Car Mount for Universal/Smartphones and Tablets - Frustration-Free Packaging - Black
59,SMARTvr: Make Your Phone a Virtual Reality Viewer ,SMARTvr
60,AIRTAME: Wireless HDMI for Everyone. ,Airtame Wireless HDMI Display Adapter for Businesses & Education
61,Anonabox - Access Deep Web - Tor Privacy Router ,Anonabox Anonabox PRO Wi-Fi Tor & VPN Router - Internet Privacy
62,iblazr 2 - Wireless LED Flash for iOS and Android. ,iBlazr 2 LED Wireless Flash for iPhone, iPad and Androids, Retail Packaging, Black
63,V4 - The World's Most Advanced Adult Pogo Stick ,Vurtego V4 Pro Pogo Stick
64,Curb: Power Your Life Smarter ,CURB Home Energy Monitoring System (Solar Ready)
65,FOBO TIRE: World's First All Bluetooth Smart TPMS ,FOBO Tire Plus (Black)
66,CreoPop - Cool Ink. Infinite Creativity. ,CreoPop Printer Inks, Aroma, Watermelon Red/Orange/Green Pine
67,Helmet: Your eye  your playmate  and your friend ,iFamCare Helmet: 1080p Full HD Wi-Fi Digital Home Video Monitor for iPhone and Android with Air Sensor, Night Vision, Built-in Laser, Black
68,CitySeat Bike Seat Cover ,CitySeat 1 Summer Bike Seat
69,Radmo: The perfect mobile phone mount for your car ,Radmo Classic Mobile Phone Mount For Your Car, Coated Aluminum
70,CoWatch: The Most Affordable High-End Smartwatch ,iMCO CoWatch with Amazon Alexa, Silver
71,Mars by crazybaby ,Mars by Crazybaby – World’s Only Auto Levitating Speaker with Subwoofer, Black
72,CreoPop - Cool Ink. Infinite Creativity. ,CreoPop Inks, Regular, Cyan/Orange/Red
74,Radmo: The perfect mobile phone mount for your car ,Radmo Dual Mobile Phone Mount For Your Car, Black Nylon
75,HUD: Screen for Skin Cancer on your Smartphone ,DermLite Hud Smart Skin Scanner
76,Radmo: The perfect mobile phone mount for your car ,Radmo Mini Tablet / Gps: The Perfect Mobile Phone Mount for Your Car
77,QLIPP - The Ultimate Tennis Performance Sensor ,QLIPP Tennis Sensor
78,Lapa - The evolution of Bluetooth Trackers ,LAPA - Blue  Find everything that matters, from keys to your phone
79,Lucis: World's Most Powerful  Wireless Mood LED ,LUCIS Wireless Portable Rechargeable Mood LED Lamp, White ABS Base with Zebrano Tripod Bundle
80,SMART STANDING DESK: World's Best Sit-Stand Desk ,SmartDesk with Electric Adjustable Height Black Frame, 53" x 30", White
81,FOBO TIRE: World's First All Bluetooth Smart TPMS ,Fobo Tire Plus Pressure Sensor, Silver
82,Sensoria Smart Sock Fitness Tracker ,Sensoria Fitness Socks and Anklet, Large Grey
83,hereO: The first GPS watch designed for young kids ,hereO GPS Watch for Kids (Grape)
84,Korner - Home Security For Everyone ,Korner Home Security Additional Door and Window Wireless Sensor
85,ALTER EGO: Personal Water Filtration ,Aquaovo Alter Ego, The Urban Adventure Personal Water Filter - Outdoor
86,Radmo: The perfect mobile phone mount for your car ,Radmo Dual Mobile Phone Mount For Your Car, Coated Aluminum
87,iBaby Air Smart Air Quality Monitor & Ion Purifier ,AirSense Smart Air Quality Monitor & Ion Purifier, Two-way Speakers, Millions of Light Colors, VOC, Temp & Humidity Detector
88,Torch T2 Bike Helmet        With Integrated Lights ,Torch Apparel T2 Bike Helmet with Front and Rear LED Lights, Red
89,Slive-4U: Turns on the Power When Power Goes Out ,Slive-4U (Silver) - Emergency Crank Radio, NOAA Weather Radio, Self-Powered Smart Phone Charger, Rechargeable Flashlight, AM/FM Radio and Siren all in one portable device for survival
90,Radmo: The perfect mobile phone mount for your car ,Radmo Twin Mobile Phone Mount For Your Car, Coated Aluminium
91,Cocoon: Complete home security ,Cocoon All-In-One Home Security System. Smartphone controlled whole home security, Black
92,SMART STANDING DESK: World's Best Sit-Stand Desk ,SmartDeskA54-A5 Smart Standing Desk with Electric Adjustable Height 29-47" and White Frame, 53" x 30", Light Oak
93,Princeton Audio: Craftsmanship and Technology ,Princeton Audio Site:1 Premium Tonewood Bluetooth Speaker, Mahogany
94,LithiumCard PRO - World's fastest phone charger! ,LinearFlux Portable Charger for Micro-USB Devices - Retail Packaging - Silver/Black
95,earhoox - the earbud cure ,Earhoox for EarPods - Compatible with iPhone 6/6+/5/5S/5C, Blue
96,CitySeat Bike Seat Cover ,CitySeat "Happy"
97,LithiumCard PRO - World's fastest phone charger! ,LithiumCard PRO Portable Fast Charge All-In-One Battery Charger with Built in Apple Lightning Cable - TITANIUM
98,Olive ONE: All-in-One Home Music Player. Designed by you. ,Olive ONE All-In-One HD Home Music Player, 1TB
99,Bringing the Sun Indoors for Health & Wellness! ,LifeLight Touch 102016LT, LifeLight Touch, Natural Sky Blue Energizing Desk Light
100,LithiumCard PRO - World's fastest phone charger! ,LithiumCard PRO Portable Fast Charge All-In-One Battery Charger with Built in Apple Lightning Cable - SILVER (BLACK)
101,AUMEO: World's 1st Tailored Audio Device ,Aumeo Audio Tailored Audio Device and Headphone Personalizer, Bluetooth / 3.5mm Audio Dongle for iPhone, Android and More - Black
102,Tab-Legs - Flexible Stands for Tablet Computers ,Tab- Legs Flexible Stands for Tablets and Phones
103,Findster Kids : GPS Tracker Free of Monthly Fees ,Findster Kids - The GPS Tracker for Kids without Monthly Fees, Coral Red
104,GravityLight 2: Made in Africa ,GravityLight GL02 Home System Portable Self Powered Led Lamp
105,Teleport: Save & Share Your Best Memories via VR ,Autonomous Teleport Virtual Reality Kit (Includes: Teleport VR Camera and Teleport VR Headset, Black)
106,Nuzzle: The Smartest Pet Collar With No Fees ,Nuzzle Pet Activity and GPS Tracker Large Collar, 1", Orange
107,WAlert - The 3D Spatial Security Device for Homes ,WAlert Home Security Device
108,SYMLIS Sparrow  Swallow:USB Cable & Card Reader  ,Symlis Sparrow Micro-USB to USB Cable and OTG Card Reader (Micro SD)
109,Teleport: Save & Share Your Best Memories via VR ,Autonomous Teleport Virtual Reality Headset, Black
110,Guardian Leather - iPhone case re-defined. ,Guardian Leather iPhone 6/6s Case
111,LithiumCard PRO - World's fastest phone charger! ,LinearFlux Portable Charger for Apple Lightning Devices - Retail Packaging - Silver/Black
