Id,NumOfBackers,MoneyRaised,AmountPledged,FAQcount,UpdateCount,CommentsCount,ProjectCAtegory,ProjectLocation,ofImages,ofVideos,ofDescText,backersLeastRewards,backersMaxRewards,backedProjects,createdProjects,backerLocation,websiteLinked,collaborator,accountVerified,facebookConnected,facebookFriends,countCreator,countSuperBacker,commentsText,AmazonCategory,AmazonPrice,AmazonImagesVideo,AmazonProdDescLength,rating
338,211,43881,30000,8,20,81,Product Design,Taiwan,32,3,1084,38,3,3,1,Taiwan,4,10,1,1,238,36,15,81,Electronics,100,7,2739,3
339,3266,797979,90000,17,18,1018,Product Design,CA,5,1,846,100,8,27,1,CA,1,1,0,0,0,13,45,1358,Electronics,99.99,9,829,4.4
340,932,57664,15000,1,30,292,Tabletop Games,PA,27,1,1851,22,119,103,1,PA,2,1,1,0,0,115,34,292,Toys Games,24.99,5,4694,5
341,525,41099,5000,0,11,71,Product Design,NY,41,2,1195,48,0,9,2,NY,3,0,1,1,729,9,13,72,Home Kitchen,35.99,4,3663,2.7
342,196,109127,50000,14,8,115,Gadgets,DE,66,1,1122,10,7,294,7,DE,1,5,1,0,0,42,31,115,Toys Games,358.24,7,342,3.9
343,973,268142,50000,4,20,281,Sound,MA,26,2,777,38,1,1,1,MA,5,3,1,0,0,70,49,281,Electronics,399,7,7056,4.2
344,177,7889,5000,4,9,38,Camera Equipment,GA,24,2,1136,6,7,109,6,GA,4,2,1,0,0,15,23,38,Electronics,49,9,4580,3.4
345,1157,78871,20000,5,28,112,Hardware,Japan,22,2,706,100,492,3,1,Japan,1,5,0,0,0,47,23,112,Toys Games,39.99,7,5629,3.9
346,145,30678,30000,1,35,24,Product Design,CA,29,1,1555,4,1,6,1,CA,2,3,1,1,675,10,1,28,Sports Outdoors,325,3,2737,5
347,1157,78871,20000,5,28,112,Hardware,Japan,22,2,706,100,492,3,1,Japan,1,10,0,0,0,47,23,112,Electronics,42,7,5629,3.6
348,3184,125386,20000,3,22,703,Tabletop Games,CA,64,1,2859,759,3,41,2,CA,2,3,1,1,2517,64,229,696,Amazon Launchpad,6.99,4,1857,4.3
349,1692,151436,50000,6,22,539,Hardware,CA,29,1,1533,61,4,27,1,CA,1,10,1,1,196,126,38,541,Electronics,89.99,7,4644,2.9
350,194,39025,20000,0,8,23,Product Design,MN,37,2,884,28,1,13,1,MN,1,3,1,0,0,5,2,24,Sports Outdoors,225,5,4541,5
351,856,167570,40000,0,17,246,DIY Electronics,CA,49,7,1409,49,0,5,3,CA,1,1,1,0,0,71,29,246,Toys Games,99,9,2751,3.6
352,75,10091,8000,2,15,4,Glass,NY,2,1,453,12,0,8,1,NY,3,0,0,1,285,1,0,4,Home Kitchen,148,3,2484,4.5
353,222,58392,55000,7,10,4,Design,FL,11,1,895,18,3,20,1,FL,3,3,1,1,716,1,0,4,Toys Games,65,3,3526,5
354,998,29792,10000,4,8,321,Gadgets,AZ,4,1,257,10,5,1,2,AZ,2,10,1,1,994,40,74,321,Electronics,19.53,3,2655,2.8
355,3184,125386,20000,3,22,703,Tabletop Games,CA,64,1,2859,759,3,41,2,CA,2,3,1,1,2517,64,229,696,Amazon Launchpad,6.99,5,1857,3.6
356,589,125171,80000,30,16,425,Sound,CA,44,1,1769,33,5,4,1,CA,3,1,1,1,632,101,32,427,Electronics,249,7,4983,3.4
357,635,57365,50000,2,24,296,Wearables,CA,33,2,1643,22,1,31,1,CA,1,3,0,0,0,112,31,297,Cell Phones Accessories,129,7,2220,3.3
358,3184,125386,20000,3,22,703,Tabletop Games,CA,64,1,2859,759,3,41,2,CA,2,3,1,1,2517,64,229,696,Amazon Launchpad,9.11,4,1857,4.6
359,589,125171,80000,30,16,425,Sound,CA,44,1,1769,33,5,4,1,CA,3,0,1,1,632,101,32,427,Electronics,249,7,4983,3.4
360,222,58392,55000,7,10,4,Design,FL,11,1,895,18,3,20,1,FL,3,3,1,1,716,1,0,4,Toys Games,65,3,3526,5
361,273,23026,20000,16,16,41,Wearables,DC,15,1,1424,25,0,5,1,VA,1,3,1,0,0,14,4,41,Amazon Launchpad,179,4,5816,5
362,414,59850,40000,4,30,253,Gadgets,China,41,1,1339,39,4,12,1,TX,3,3,1,1,1016,98,21,253,Electronics,169,7,2805,3.4
363,635,57365,50000,2,24,296,Wearables,CA,33,2,1643,22,1,31,1,CA,1,0,0,0,0,112,31,297,Cell Phones Accessories,129,7,2220,3.3
364,238,28456,25000,16,22,3,Product Design,FL,47,2,2520,7,0,7,1,FL,6,3,1,1,1928,1,0,3,Toys Games,109.25,9,7355,3
365,519,242348,70000,17,41,478,Sound,IN,42,4,1548,3,18,1,1,IN,4,3,1,1,1024,191,76,478,Electronics,899,9,3458,4.1
366,932,57664,15000,1,30,292,Tabletop Games,PA,27,1,1851,22,119,103,1,PA,2,10,1,0,0,115,34,292,Toys Games,285,5,4283,5
367,87,3321,3000,0,7,22,Playing Cards,NY,4,1,993,5,4,2,2,NY,1,8,0,1,1451,10,8,22,Toys Games,45,3,6228,5
368,3266,797979,90000,17,18,1018,Product Design,CA,5,1,846,100,8,27,1,CA,1,0,0,0,0,13,45,1358,Electronics,69.99,9,916,4.5
369,222,58392,55000,7,10,4,Design,FL,11,1,895,18,3,20,1,FL,3,0,1,1,716,1,0,4,Toys Games,65,3,3526,5
370,222,58392,55000,7,10,4,Design,FL,11,1,895,18,3,20,1,FL,3,2,1,1,716,1,0,4,Toys Games,51.5,3,3526,5
371,329,101237,100000,11,32,117,Technology,CA,22,1,2416,38,1,2,2,CA,1,3,1,1,337,42,17,119,Amazon Launchpad,36.95,8,4194,1
372,817,125546,50000,14,31,101,DIY Electronics,UK,18,4,1653,71,2,9,1,UK,6,3,1,1,1514,36,0,102,Toys Games,139,4,4291,5
373,222,58392,55000,7,10,4,Design,FL,11,1,895,18,3,20,1,FL,3,10,1,1,716,1,0,4,Toys Games,65,3,3526,5
374,963,56624,25000,2,40,803,Tabletop Games,AZ,54,1,3610,39,1,126,2,AZ,1,3,1,1,770,176,360,804,Toys Games,36.16,2,5715,4.2
375,4670,563721,10000,7,29,2303,Technology,CA,17,1,1161,14,0,1,1,CA,1,0,0,1,268,123,47,2305,Toys Games,92.86,9,4730,1
